#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:21126519	(2011) Tropomyosin is an interaction partner of the Drosophila coiled coil protein yuri gagarin.	10	20	1.87	2.70e-11	7227.FBpp0071448,7227.FBpp0072365,7227.FBpp0073484,7227.FBpp0073682,7227.FBpp0075491,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904,7227.FBpp0089196,7227.FBpp0290753	Act57B,Lsp1gamma,Lsp1alpha,up,Fbp1,Mhc,Tm2,Tm1,chic,Rtnl1
PMID:24339766	(2013) Handling uncertainty in dynamic models: the pentose phosphate pathway in Trypanosoma brucei.	2	7	1.63	0.0127	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:22253727	(2012) Mutation in SUMO E3 ligase, SIZ1, disrupts the mature female gametophyte in Arabidopsis.	2	7	1.63	0.0127	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:22344745	(2012) The hitchhiker's guide to Xenopus genetics.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:22418439	(2012) Six-transmembrane topology for Golgi anti-apoptotic protein (GAAP) and Bax inhibitor 1 (BI-1) provides model for the transmembrane Bax inhibitor-containing motif (TMBIM) family.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22424232	(2012) Genetics of human cardiovascular disease.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:22428011	(2012) Characterization of a novel binding protein for FortilinTCTP--component of a defense mechanism against viral infection in Penaeus monodon.	2	7	1.63	0.0127	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:22428023	(2012) A role for phospholipase D3 in myotube formation.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:22540038	(2012) Conserved Motifs and Prediction of Regulatory Modules in Caenorhabditis elegans.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0084565	zip,Mlc1
PMID:22542715	(2012) Regulation and physiological roles of the calpain system in muscular disorders.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:22570624	(2012) Genetic inhibition of solute-linked carrier 39 family transporter 1 ameliorates aBeta pathology in a Drosophila model of Alzheimer's disease.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22582013	(2012) Secreted kinase phosphorylates extracellular proteins that regulate biomineralization.	2	7	1.63	0.0127	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:22802126	(2012) Ca(2+) release-activated Ca(2+) (CRAC) current, structure, and function.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22808267	(2012) Functions of nonmuscle myosin II in assembly of the cellular contractile system.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:23152949	(2012) Using Multiple Phenotype Assays and Epistasis Testing to Enhance the Reliability of RNAi Screening and Identify Regulators of Muscle Protein Degradation.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23194088	(2012) The evolution of vertebrate somatostatin receptors and their gene regions involves extensive chromosomal rearrangements.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:20738329	(2011) Contribution of VANGL2 mutations to isolated neural tube defects.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:21051661	(2011) Perturbation of cullin deneddylation via conditional Csn8 ablation impairs the ubiquitin-proteasome system and causes cardiomyocyte necrosis and dilated cardiomyopathy in mice.	3	32	1.14	0.0127	7227.FBpp0072306,7227.FBpp0078664,7227.FBpp0080452	zip,Rpn11,Mhc
PMID:21510855	(2011) Molecular and functional analyses of COPTCtr-type copper transporter-like gene family in rice.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:21624467	(2011) Systemic delivery of NEMO binding domainIKKGamma inhibitory peptide to young mdx mice improves dystrophic skeletal muscle histopathology.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:21698255	(2011) Motor unit abnormalities in Dystonia musculorum mice.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:21817013	(2011) Mutations in CIC and FUBP1 contribute to human oligodendroglioma.	2	7	1.63	0.0127	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:19409436	(2010) Allatostatin-C receptors in mosquitoes.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:19698803	(2010) Energy expenditure and aging.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:19725772	(2010) Insect fat body: energy, metabolism, and regulation.	2	7	1.63	0.0127	7227.FBpp0073069,7227.FBpp0110269	Akh,Lsd-2
PMID:20461448	(2010) Targeted Sprouty1 overexpression in cardiac myocytes does not alter myocardial remodeling or function.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:20515475	(2010) Germline-dependent gene expression in distant non-gonadal somatic tissues of Drosophila.	3	32	1.14	0.0127	7227.FBpp0072365,7227.FBpp0073484,7227.FBpp0088363	Lsp1gamma,Lsp1alpha,Lsp2
PMID:20523747	(2010) The proprotein convertase encoded by amontillado (amon) is required in Drosophila corpora cardiaca endocrine cells producing the glucose regulatory hormone AKH.	2	7	1.63	0.0127	7227.FBpp0073069,7227.FBpp0084959	Akh,RpL32
PMID:20831921	(2010) Alzheimer disease.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:21253006	(2010) Natural variation of the amino-terminal glutamine-rich domain in Drosophila argonaute2 is not associated with developmental defects.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:19098007	(2009) Crystal structures of the GCaMP calcium sensor reveal the mechanism of fluorescence signal change and aid rational design.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:19336370	(2009) Determination of genetic predisposition to patent ductus arteriosus in preterm infants.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:19950298	(2009) Expression of the dermatomyositis autoantigen Mi-2 in regenerating muscle.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:18339368	(2008) SrfB, a member of the Serum Response Factor family of transcription factors, regulates starvation response and early development in Dictyostelium.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:18815250	(2008) Identification of transmembrane domain 5 as a critical molecular determinant of menthol sensitivity in mammalian TRPA1 channels.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:18995835	(2008) DAPK-ZIPK-L13a axis constitutes a negative-feedback module regulating inflammatory gene expression.	3	32	1.14	0.0127	7227.FBpp0075491,7227.FBpp0084565,7227.FBpp0088363	Fbp1,Mlc1,Lsp2
PMID:19092997	(2008) Cytoplasmic CUG RNA foci are insufficient to elicit key DM1 features.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:19802378	(2008) Lessons from the lily pad: Using Xenopus to understand heart disease.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:17675868	(2007) Characterising alternate splicing and tissue specific expression in the chicken from ESTs.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:17925858	(2007) Cellular mRNA activates transcription elongation by displacing 7SK RNA.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:17941711	(2007) Food deprivation attenuates seizures through CaMKII and EAG K+ channels.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:17069635	(2006) Expression of insulin pathway genes during the period of caste determination in the honey bee, Apis mellifera.	2	7	1.63	0.0127	7227.FBpp0074180,7227.FBpp0082465	RpS5a,RpS5b
PMID:16159394	(2005) Duplication and positive selection among hominin-specific PRAME genes.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:16282589	(2005) Silencing of retrotransposons in Dictyostelium by DNA methylation and RNAi.	2	7	1.63	0.0127	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:11706051	(2001) Toxoplasma gondii myosins BC: one gene, two tails, two localizations, and a role in parasite division.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:10987077	(2000) Drosophila projectin: a look at protein structure and sarcomeric assembly.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:9606206	(1998) Patterning muscles using organizers: larval muscle templates and adult myoblasts actively interact to pattern the dorsal longitudinal flight muscles of Drosophila.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:9382868	(1997) Growth and muscle defects in mice lacking adult myosin heavy chain genes.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:9010776	(1996) Purification, characterization, and cDNA cloning of ABP-2 (arylphorin gene-specific binding protein-2) that specifically binds to the ABP-1-binding sequence in the arylphorin gene of Sarcophaga peregrina.	2	7	1.63	0.0127	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:7980384	(1994) Drosophila melanogaster genes encoding three troponin-C isoforms and a calmodulin-related protein.	2	7	1.63	0.0127	7227.FBpp0084565,7227.FBpp0088546	Mlc1,TpnC73F
PMID:1341033	(1992) cDNA cloning and sequence comparisons of human and chicken muscle C-protein and 86kD protein.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:2590944	(1989) Structure of the Drosophila BicaudalD protein and its role in localizing the posterior determinant nanos.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23590196	(2013) Transcriptional basis of the acclimation to high environmental temperature at the olfactory receptor organs of Drosophila melanogaster.	4	73	0.91	0.0132	7227.FBpp0082079,7227.FBpp0082476,7227.FBpp0082535,7227.FBpp0085855	GstD10,smp-30,Tm2,GstE6
PMID:26359775	(2015) Polarized protein transport and lumen formation during epithelial tissue morphogenesis.	3	33	1.13	0.0133	7227.FBpp0072306,7227.FBpp0082535,7227.FBpp0088904	zip,Tm2,Tm1
PMID:23326450	(2013) Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito.	3	33	1.13	0.0133	7227.FBpp0072306,7227.FBpp0076320,7227.FBpp0080452	zip,Prm,Mhc
PMID:23770287	(2013) Rit subfamily small GTPases: regulators in neuronal differentiation and survival.	3	33	1.13	0.0133	7227.FBpp0070558,7227.FBpp0082535,7227.FBpp0088904	Rala,Tm2,Tm1
PMID:24062983	(2013) Understanding the Biology of Bone Sarcoma from Early Initiating Events through Late Events in Metastasis and Disease Progression.	3	33	1.13	0.0133	7227.FBpp0074298,7227.FBpp0075491,7227.FBpp0088363	wupA,Fbp1,Lsp2
PMID:22245367	(2012) Developmental changes in the protein composition of Manduca sexta lipid droplets.	3	33	1.13	0.0133	7227.FBpp0075491,7227.FBpp0088363,7227.FBpp0110269	Fbp1,Lsp2,Lsd-2
PMID:18568040	(2008) Ras oncogenes: split personalities.	3	33	1.13	0.0133	7227.FBpp0070558,7227.FBpp0079795,7227.FBpp0089196	Rala,cana,chic
PMID:26940519	(2016) Building Blocks of Functioning Brain: Cytoskeletal Dynamics in Neuronal Development.	4	74	0.9	0.0138	7227.FBpp0082535,7227.FBpp0088904,7227.FBpp0089196,7227.FBpp0297625	Tm2,Tm1,chic,tmod
PMID:32050907	(2020) In silico identification and assessment of insecticide target sites in the genome of the small hive beetle, Aethina tumida.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0289676	Tm2,Cp38
PMID:30281408	(2019) Mir-206 partially rescues myogenesis deficiency by inhibiting CUGBP1 accumulation in the cell models of myotonic dystrophy.	2	8	1.57	0.0143	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:30760773	(2019) New microhylid frog genus from Peninsular India with Southeast Asian affinity suggests multiple Cenozoic biotic exchanges between India and Eurasia.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:30768139	(2019) Molecular and Functional Evolution at the Odorant Receptor Or22 Locus in Drosophila melanogaster.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:30814521	(2019) Multiple mutations in the nicotinic acetylcholine receptor CcAlfa6 gene associated with resistance to spinosad in medfly.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:30899076	(2019) An aquaporin mediates cell shape change required for cellular immunity in the beet armyworm, Spodoptera exigua.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:31181400	(2019) The Balance between Actin-Bundling Factors Controls Actin Architecture in Pollen Tubes.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:31217532	(2019) Screening by changes in stereotypical behavior during cell motility.	2	8	1.57	0.0143	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:31318331	(2019) A circuit-dependent ROS feedback loop mediates glutamate excitotoxicity to sculpt the Drosophila motor system.	3	34	1.12	0.0143	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0088546	zip,Mhc,TpnC73F
PMID:31485301	(2019) Sargassum fusiforme Fucoidan SP2 Extends the Lifespan of Drosophila melanogaster by Upregulating the Nrf2-Mediated Antioxidant Signaling Pathway.	2	8	1.57	0.0143	7227.FBpp0072365,7227.FBpp0073484	Lsp1gamma,Lsp1alpha
PMID:29409909	(2018) Threonine 67 is a key component in the coupling of the NSS amino acid transporter KAAT1.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:29505030	(2018) Selective modulation of the androgen receptor AF2 domain rescues degeneration in spinal bulbar muscular atrophy.	2	8	1.57	0.0143	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:29695141	(2018) Insights into the Structure, Function, and Ligand Discovery of the Large Neutral Amino Acid Transporter 1, LAT1.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:29702654	(2018) Identification and characterization of the Fasciola hepatica sodium- and chloride-dependent taurine transporter.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:29726814	(2018) Structure of the human lipid-gated cation channel TRPC3.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:29860272	(2018) CRY1 interacts directly with HBI1 to regulate its transcriptional activity and photomorphogenesis in Arabidopsis.	2	8	1.57	0.0143	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:30243432	(2018) Molecular Biology and Physiology of Volume-Regulated Anion Channel (VRAC).	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:28765088	(2017) The evolving role of ankyrin-B in cardiovascular disease.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:28770044	(2017) Resistance irrelevant CYP417A2v2 was found degrading insecticide in Laodelphax striatellus.	2	8	1.57	0.0143	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:28814503	(2017) Transition of yeast Can1 transporter to the inward-facing state unveils an Alfa-arrestin target sequence promoting its ubiquitylation and endocytosis.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:29178829	(2017) ENCoRE: an efficient software for CRISPR screens identifies new players in extrinsic apoptosis.	2	8	1.57	0.0143	7227.FBpp0074180,7227.FBpp0082465	RpS5a,RpS5b
PMID:29194454	(2017) Development of a tissue-specific ribosome profiling approach in Drosophila enables genome-wide evaluation of translational adaptations.	3	34	1.12	0.0143	7227.FBpp0071448,7227.FBpp0072306,7227.FBpp0080452	Act57B,zip,Mhc
PMID:26443825	(2016) Plasmodium actin is incompletely folded by heterologous protein-folding machinery and likely requires the native Plasmodium chaperonin complex to enter a mature functional state.	2	8	1.57	0.0143	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:26887863	(2016) Emerging role of lipid droplets in Aedes aegypti immune response against bacteria and Dengue virus.	2	8	1.57	0.0143	7227.FBpp0084959,7227.FBpp0110269	RpL32,Lsd-2
PMID:27504112	(2016) Multi-Scale Characean Experimental System: From Electrophysiology of Membrane Transporters to Cell-to-Cell Connectivity, Cytoplasmic Streaming and Auxin Metabolism.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:27644319	(2016) Genetic Characterization of Plasmodium Putative Pantothenate Kinase Genes Reveals Their Essential Role in Malaria Parasite Transmission to the Mosquito.	2	8	1.57	0.0143	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:25843669	(2015) A variant of Nesprin1 giant devoid of KASH domain underlies the molecular etiology of autosomal recessive cerebellar ataxia type I.	2	8	1.57	0.0143	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:25872182	(2015) Genetic control of morphogenesis in Dictyostelium.	3	34	1.12	0.0143	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0084565	zip,Mhc,Mlc1
PMID:26010981	(2015) A novel chitin binding crayfish molar tooth protein with elasticity properties.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:26252658	(2015) Localization of Motor Neurons and Central Pattern Generators for Motor Patterns Underlying Feeding Behavior in Drosophila Larvae.	2	8	1.57	0.0143	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:26360417	(2015) CRISPRCas9 System as an Agent for Eliminating Polyomavirus JC Infection.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:26420219	(2015) Determining exon connectivity in complex mRNAs by nanopore sequencing.	2	8	1.57	0.0143	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:26453223	(2015) Transcriptional inhibition of the Catalase gene in phosphine-induced oxidative stress in Drosophila melanogaster.	2	8	1.57	0.0143	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:26487708	(2015) Epsilon glutathione transferases possess a unique class-conserved subunit interface motif that directly interacts with glutathione in the active site.	2	8	1.57	0.0143	7227.FBpp0082079,7227.FBpp0085855	GstD10,GstE6
PMID:26498761	(2015) A loss-of-function and H2B-Venus transcriptional reporter allele for Gata6 in mice.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:26562931	(2015) Expression of SERPINA3s in cattle: focus on bovSERPINA3-7 reveals specific involvement in skeletal muscle.	2	8	1.57	0.0143	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:24269490	(2014) HASF is a stem cell paracrine factor that activates PKC epsilon mediated cytoprotection.	2	8	1.57	0.0143	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:24498936	(2014) Distinct chromatin features characterize different classes of repeat sequences in Drosophila melanogaster.	2	8	1.57	0.0143	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:24650050	(2014) IRF-1 regulates alternative mRNA splicing of carcinoembryonic antigen-related cell adhesion molecule 1 (CEACAM1) in breast epithelial cells generating an immunoreceptor tyrosine-based inhibition motif (ITIM) containing isoform.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24817148	(2014) Novel polyglutamine model uncouples proteotoxicity from aging.	2	8	1.57	0.0143	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:25266639	(2014) Wingless gene cloning and its role in manipulating the wing dimorphism in the white-backed planthopper, Sogatella furcifera.	2	8	1.57	0.0143	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23568824	(2013) Biochemical and bioinformatic analysis of the myosin-XIX motor domain.	2	8	1.57	0.0143	7227.FBpp0072306,7227.FBpp0084565	zip,Mlc1
PMID:23662285	(2013) From notochord formation to hereditary chordoma: the many roles of Brachyury.	3	34	1.12	0.0143	7227.FBpp0070333,7227.FBpp0082535,7227.FBpp0088904	CG4406,Tm2,Tm1
PMID:23677611	(2013) WebScipio: Reconstructing alternative splice variants of eukaryotic proteins.	2	8	1.57	0.0143	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23890109	(2013) Store-operated Orai channels: structure and function.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:23910414	(2013) Innate regeneration in the aging heart: healing from within.	2	8	1.57	0.0143	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23942549	(2013) Systemic administration of follistatin288 increases muscle mass and reduces fat accumulation in mice.	2	8	1.57	0.0143	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:24037379	(2013) X-ray structure of dopamine transporter elucidates antidepressant mechanism.	2	8	1.57	0.0143	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
