#submitted_item	validated_id	current_symbol
kri	FBgn0035639	kri
MFS14	FBgn0010651	MFS14
CG6927	FBgn0029733	CG6927
CG13373	FBgn0029522	CG13373
Cog3	FBgn0031536	Cog3
CG4662	FBgn0038735	MICU3
CG6145	FBgn0033853	NADK
CG6674	FBgn0036063	CG6674
CG33056	FBgn0053056	CG33056
clt	FBgn0000326	clt
clt	FBal0001714	clt[1]
Oatp58Db	FBgn0034715	Oatp58Db
CG4301	FBgn0030747	CG4301
PEK	FBgn0037327	PEK
CG34370	FBgn0085399	CG34370
CG3822	FBgn0038837	KaiR1D
Cpr67B	FBgn0035985	Cpr67B
CG11891	FBgn0039309	CG11891
CG12702-RA	FBtr0074809	CG12702-RA
CG16908	FBgn0037741	Tti1
CG15602	FBgn0030694	CG15602
KrT95D	FBgn0020647	KrT95D
svr	FBgn0004648	svr
svr	FBab0000974	Df(1)svr
Oatp58Da	FBgn0050277	Oatp58Da
snf	FBgn0003449	snf
Npc2a	FBgn0031381	Npc2a
CG4306	FBgn0036787	CG4306
dgt5	FBgn0033740	dgt5
MED31	FBgn0037262	MED31
Esp	FBgn0013953	Esp
SART1	FBgn0032388	CG6686
CG6040	FBgn0038679	CG6040
CG6972	FBgn0039008	CG6972
Caf1-180	FBgn0030054	Caf1-180
CG6729	FBgn0032296	CG6729
Ku80	FBgn0041627	Ku80
CG11164	FBgn0030507	CG11164
Orct	FBgn0019952	Orct
Hk	FBgn0263220	Hk
Hk	FBgn0001187	Hex-C
SP18	FBgn0035501	CG1299
Atg9	FBgn0034110	Atg9
twr	FBgn0262801	twr
Tsp2A	FBgn0024361	Tsp2A
CadN	FBgn0015609	CadN
CG9147	FBgn0031774	CG9147
lace	FBgn0002524	lace
Rbp	FBgn0262483	Rbp
Rbp	FBgn0014016	Rbp13
mt:CoI	FBgn0013674	mt:CoI
CT32604	FBgn0035933	CG13309
CG10979	FBgn0037379	CG10979
Ccm3	FBgn0038331	Ccm3
Naa30A	FBgn0024362	Naa30A
Sema2a	FBgn0011260	Sema2a
TpnC73F	FBgn0010424	TpnC73F
CG8757	FBgn0036380	CG8757
Tim22	unknown ID	-
CG11399	FBgn0037021	Pcif1
mars	FBgn0033845	mars
CG9702	FBgn0039787	CG9702
mRF1	FBgn0032486	mRF1
Membrin	FBgn0260856	Membrin
EG:34F3.4	FBgn0025621	CG16989
vtd	FBgn0260987	vtd
Ork1	FBgn0017561	Ork1
ari-1	FBgn0017418	ari-1
Arl2	FBgn0004908	Arl2
CstF50	FBgn0039867	CstF50
BcDNA:RE27850	FBgn0263256	CG43394
His3.3A	FBgn0014857	His3.3A
gammaTub23C	FBgn0260639	Î³Tub23C
Ak6	FBgn0033754	Ak6
CG11752	FBgn0030292	CG11752
Mmp1	FBgn0035049	Mmp1
Dhit	FBgn0028743	Dhit
CG4991	FBgn0030817	CG4991
CG15877	FBgn0035337	CG15877
Tsp42Eg	FBgn0033128	Tsp42Eg
O-fut1	FBgn0033901	O-fut1
CG9812	FBgn0034860	CG9812
CG13631-RA	FBtr0084693	CG13631-RA
TM9SF3	FBgn0035622	TM9SF3
Iris	FBgn0031305	Iris
Sirt2	FBgn0038788	Sirt2
CG5999	FBgn0038083	Ugt37A3
GstO3	FBgn0035904	GstO3
CG6353	FBgn0038893	Archease
Smox	FBgn0025800	Smox
CG15814	FBgn0030873	CG15814
dom	FBgn0020306	dom
Mec2	FBgn0030993	Mec2
Gycbeta100B	FBgn0013973	GycÎ²100B
clumsy	FBgn0026255	clumsy
Cyp6a22	FBgn0013773	Cyp6a22
CG7519	FBgn0037087	CG7519
vih	FBgn0264848	vih
Ipp	FBgn0016672	Ipp
Ipp	FBgn0032485	CG9426
Nsun5	FBgn0259704	Nsun5
RpS27	FBgn0039300	RpS27
RpS27	FBgn0003942	RpS27A
amd	FBgn0000075	amd
CG3803	FBgn0034938	CG3803
RluA-2	FBgn0032256	RluA-2
Trc8	FBgn0039668	Trc8
CG2640	FBgn0051248	CG31248
CG2640	FBgn0051493	CG31493
ArgRS-m	FBgn0037526	ArgRS-m
CG5746	FBgn0039186	CG5746
Phf5a	FBgn0031822	Phf5a
tkv	FBgn0003716	tkv
usp	FBgn0003964	usp
Pex11	FBgn0034058	Pex11ab
Pex11	FBgn0039068	Pex11c
CG8460	FBgn0031996	CG8460
Usp8	FBgn0038862	Usp8
Pi3K92E	FBgn0015279	Pi3K92E
CG34172	FBgn0085201	COX7AL2
fs(1)M3	FBgn0005390	fs(1)M3
Neb-cGP	FBgn0083167	Neb-cGP
CG16756	FBgn0029765	CG16756
MCPH1	FBgn0260959	MCPH1
CG42498-RA	FBtr0300624	Tcs6-RA
BcDNA:RE63412	FBgn0058045	CG40045
EMC8-9	FBgn0034791	EMC8-9
BcDNA:RE40293	FBgn0036929	CG7668
CG15211	FBgn0030234	CG15211
CG3862	FBgn0031286	CG3862
DmNAT6	FBgn0028886	CG15279
CG32758	FBgn0052758	Snx27
CG8386	FBgn0034061	Ufc1
CG3842-RA	FBtr0070903	CG3842-RA
St3	FBgn0265052	St3
Con	FBgn0005775	Con
CG7130	FBgn0037151	CG7130
BcDNA:RH26533	FBgn0051769	CG31769
CG2698	FBgn0037536	CG2698
Syt7	FBgn0039900	Syt7
CG42675	FBgn0261561	CG42675
sub	FBgn0003545	sub
172F5T	FBgn0014417	CG13397
CG18528	FBgn0039189	CG18528
GstD10	FBgn0042206	GstD10
CG9795	FBgn0037234	CG9795
mud	FBgn0002873	mud
mud	FBgn0002874	mudl
CG9917-RA	FBtr0074237	CG9917-RA
BcDNA:RE44650	FBgn0031247	CG11562
CG32196	FBgn0052196	CG32196
Mes-4	FBgn0039559	NSD
Ripalpha	FBgn0032189	RipÎ±
d4	FBgn0033015	d4
His3	FBgn0001199	His3
His3	FBgn0051613	His3:CG31613
His3	FBgn0053866	His3:CG33866
zf30C	FBgn0270924	zf30C
GLE1	FBgn0033316	Gle1
SMC5	FBgn0052438	SMC5
CG8861	FBgn0037676	CG8861
Vps15	FBgn0260935	Vps15
ldlCp	FBgn0026634	Cog2
Obp83b	FBgn0010403	Obp83b
CG1116	FBgn0037297	CG1116
Ubc12	FBgn0035853	UbcE2M
CG1161	FBgn0037313	CG1161
BcDNA:RH19679	FBgn0040793	CG7630
CG14341	FBgn0031315	CG14341
Femcoat	FBgn0041252	Femcoat
Prp31	FBgn0036487	Prp31
fus	FBgn0023441	fus
rogdi	FBgn0036697	rogdi
rogdi	FBal0146842	rogdi[1]
CG13299	FBgn0035694	CG13299
pck	FBgn0013720	pck
Rala	FBgn0015286	Rala
CG15456	FBgn0040650	CG15456
psq	FBgn0263102	psq
beta4GalNAcTB	FBgn0039625	Î²4GalNAcTB
CG33080-RA	FBtr0070844	CG33080-RA
GluClalpha	FBgn0024963	GluClÎ±
holn1	FBgn0032250	holn1
CG6540	FBgn0030943	Nup35
CG10086	FBgn0037517	CG10086
nAChRbeta3	FBgn0031261	nAChRÎ²3
DIP1	FBgn0024807	DIP1
DIP1	FBgn0027790	GV1
DIP1	FBgn0040467	Dlip1
nolo	FBgn0051619	nolo
kune	FBgn0033032	kune
CG8185	FBgn0050467	CG30467
CG8185	FBgn0050471	CG30471
CG3589	FBgn0035065	CG3589
Yeti	FBgn0267398	Yeti
Pi3K21B	FBgn0020622	Pi3K21B
f-cup	FBgn0028487	f-cup
CG11982	FBgn0037653	Iru
Asun	FBgn0020407	asun
Rrp46	FBgn0037815	Rrp46
CG6454	FBgn0039187	CG6454
CG32536	FBgn0052536	CG32536
Cp18	FBgn0000357	Cp18
CG42361	FBgn0259707	CG42361
CG10570	FBgn0040992	CG10570
Orc1	FBgn0286788	Orc1
Mal-B1	FBgn0032381	Mal-B1
Ing5	FBgn0032516	Ing5
VGAT	FBgn0033911	VGAT
meigo	FBgn0250820	meigo
CG3198	FBgn0029887	CG3198
Nse1	FBgn0031848	Nse1
Usp20-33	FBgn0033916	Usp20-33
CG1622-RA	FBtr0073757	CG1622-RA
CG7685	FBgn0038619	CG7685
wapl	FBgn0004655	wapl
Vago	FBgn0030262	Vago
CG42249	FBgn0259101	CG42249
Tsp42Ei	FBgn0033130	Tsp42Ei
GstZ1	FBgn0037696	GstZ1
bocks	FBgn0037719	bocks
Mnn1	FBgn0031885	Mnn1
CG5346-RA	FBtr0084289	CG5346-RA
SMSr	FBgn0052380	SMSr
anon-WO0172774.52	FBgn0036292	CG10646
prod	FBgn0014269	prod
prod	FBal0035087	prod[k08810]
prod	FBgn0022724	Taf8
CG5819	FBgn0034717	CG5819
crok	FBgn0032421	crok
CG4858	FBgn0037011	CG4858
kay	FBgn0001297	kay
IscU	FBgn0037637	IscU
CG8034	FBgn0031011	CG8034
DPCoAC	FBgn0067783	DPCoAC
dgt2	FBgn0032390	dgt2
CG31321-RB	FBtr0082926	CG31321-RB
trpl	FBgn0005614	trpl
Lar	FBgn0000464	Lar
Lar	FBal0118426	Lar[unspecified]
Lar	FBgn0004966	larv
CG4627	FBgn0033808	CG4627
spt4	FBgn0028683	spt4
CG1246	FBgn0035360	CG1246
bbg	FBgn0087007	bbg
HERC2	FBgn0031107	HERC2
P5cr	FBgn0015781	P5cr
CG15891	FBgn0029860	CG15891
CG8654-RA	FBtr0086340	CG8654-RA
Mlf	FBgn0034051	Mlf
ppan	FBgn0010770	ppan
CG15111-RB	FBtr0086580	CG15111-RB
CG7523	FBgn0038533	CG7523
ATbp	FBgn0039946	ATbp
CG11448	FBgn0024985	Rilpl
Psf2	FBgn0261976	Psf2
CG12279	FBgn0038080	CG12279
CG9915	FBgn0030738	CG9915
Pak	FBgn0267698	Pak
Drsl4	FBgn0052282	Drsl4
CG12159	FBgn0033232	CG12159
Rint1	FBgn0035762	Rint1
Pop2	FBgn0036239	Pop2
CG13114-RB	FBtr0273329	CG13114-RB
CG43102	FBgn0262562	CG43102
NAAT1	FBgn0029762	NAAT1
Baldspot	FBgn0260960	Baldspot
Lsm11	FBgn0033450	Lsm11
CG12012	FBgn0035444	CG12012
CG7477	FBgn0051249	CG31249
CG7477	FBgn0051251	CG31251
HP1c	FBgn0039019	HP1c
rtp	FBgn0087005	rtp
CG2269	FBgn0033484	CG2269
CG13365	FBgn0029529	CG13365
CG14961	FBgn0035439	CG14961
Su(var)2-10	FBgn0003612	Su(var)2-10
CG14450	FBgn0037184	CG14450
AsnS	FBgn0270926	AsnS
Gie	FBgn0037551	Arl8
CG3625	FBgn0031245	CG3625
CG10433	FBgn0034638	CG10433
CG31267	FBgn0051267	CG31267
Nedd4	FBgn0259174	Nedd4
CG17734	FBgn0037890	CG17734
Usp30	FBgn0029819	Usp30
anon-WO0118547.107	FBgn0051637	CG31637
anon-WO0138581.5	FBgn0032835	CG16772
CG6421	FBgn0025827	CG6421
CG2021	FBgn0035271	CG2021
ND-ACP	FBgn0011361	ND-ACP
fidipidine	FBgn0025519	fidipidine
Vm26Aa	FBgn0003979	Vm26Aa
CG11737	FBgn0037592	CG11737
sosie	FBgn0039232	sosie
CG6700	FBgn0032305	CG6700
Sxl	FBgn0264270	Sxl
Evi5	FBgn0262740	Evi5
inaF-C	FBgn0085350	inaF-C
CG14820	FBgn0035718	CG14820
M6	FBgn0037092	M6
M6	FBal0045922	br[2Bab-10]
M6	FBal0049744	l(1)MZ6[1]
M6	FBal0360154	Nopp140[M6]
M6	FBba0000012	M6-ML
M6	FBgn0002632	E(spl)m6-BFM
M6	FBgn0011225	jar
M6	FBgn0016838	l(1)MZ6
M6	FBti0185301	P{UASp-Lgr3.G}M6
M6	FBtp0117321	P{su(Hw).M6}
BG:DS00797.5	FBgn0028539	Eato
Cyp9c1	FBgn0015040	Cyp9c1
Der-2	FBgn0038438	Der-2
CG3631	FBgn0038268	CG3631
CG13585-RA	FBtr0072303	CG13585-RA
AQP	FBgn0033807	AQP
to	FBgn0039298	to
eIF2Bbeta	FBgn0024996	eIF2BÎ²
Akh	FBgn0004552	Akh
scramb2	FBgn0035390	scramb2
CG11955	FBgn0051427	CR31427
CG11955	FBgn0051445	CG31445
Claspin	FBgn0052251	Claspin
Cadps	FBgn0053653	Cadps
CG1291	FBgn0035401	Alg2
CG31957	FBgn0051957	CG31957
dco	FBgn0002413	dco
dco	FBgn0000273	Pka-C1
CG30151	FBgn0050151	CG30151
CG5484	FBgn0288631	Yif1
CycY	FBgn0032378	CycY
mof	FBgn0014340	mof
CG17751	FBgn0038717	CG17751
Mnt	FBgn0023215	Mnt
tfc	FBgn0035199	tfc
TpnC47D	FBgn0010423	TpnC47D
Ptpmeg2	FBgn0028341	Ptpmeg2
CG15012	FBgn0035528	CG15012
Myo28B1	FBgn0040299	Myo28B1
CG10055	FBgn0037482	CG10055
alpha-Est2	FBgn0015570	Î±-Est2
antdh	FBgn0026268	antdh
unc-13	FBgn0025726	unc-13
CG12975	FBgn0037061	Trmt112
CG9586	FBgn0032101	CG9586
CG34228	FBgn0085257	CG34228
HP5	FBgn0030301	HP5
beag	FBgn0037660	beag
BEST:LD16579	FBgn0040496	CG17104
Pbgs	FBgn0036271	Pbgs
CG9941-RA	FBtr0073843	Mrgn1-RA
Coq5	FBgn0030460	Coq5
CG2218	FBgn0039767	CG2218
CG3149	FBgn0027564	CG3149
IMP	FBch0000119	IMP
IMP	FBgn0036551	CG17029
IMP	FBgn0036552	CG17028
IMP	FBgn0036553	CG17027
IMP	FBgn0037063	CG9391
IMP	FBgn0037064	CG9389
IMP	FBgn0285926	Imp
CG8353	FBgn0032002	CG8353
pps	FBgn0082831	pps
CG5568	FBgn0035641	CG5568
Noa36	FBgn0026400	Noa36
Oatp33Ea	FBgn0032433	Oatp33Ea
CG6602	FBgn0035673	CG6602
wkd	FBgn0037917	wkd
Gli	FBgn0001987	Gli
Gli	FBgn0004859	ci
Spf45	FBgn0086683	Spf45
CG34125	FBgn0083961	CG34125
BcDNA:LD05303	FBgn0052000	anne
PGAP5	FBgn0031997	PGAP5
Mipp2	FBgn0026060	Mipp2
PKD	FBgn0038603	PKD
CG10907	FBgn0036207	CG10907
CG42394	FBgn0259740	CG42394
qkr54B	FBgn0022987	qkr54B
Fak	FBgn0020440	Fak
CG5612	FBgn0039529	CG5612
CG14286	FBgn0038673	CG14286
CT25972	FBgn0031752	CG9044
Npc2h	FBgn0039801	Npc2h
Trl	FBgn0013263	Trl
CG34229	FBgn0259832	CG34229
Bet1	FBgn0260857	Bet1
CG42353-RA	FBtr0299952	CG42353-RA
CG11381-RA	FBtr0070203	CG11381-RA
CG9667	FBgn0037550	CG9667
E2f2	FBgn0024371	E2f2
Nprl3	FBgn0036397	Nprl3
CG12581-RA	FBtr0078962	CG12581-RA
Cyp4ac2	FBgn0031694	Cyp4ac2
CG3008	FBgn0031643	CG3008
Lcp65Ac	FBgn0020642	Lcp65Ac
CG10500	FBgn0050394	CG30394
wtrw	FBgn0260005	wtrw
CG9422-RC	FBtr0086121	Rpp25-RC
CG7049	FBgn0035102	CG7049
Pde8	FBgn0266377	Pde8
CG31808-RC	FBtr0303445	CG31808-RC
Eip63E	FBgn0005640	Eip63E
CG9344	FBgn0034564	CG9344
Alg-2	FBgn0086378	Alg-2
S	FBgn0003310	S
S	FBal0000321	Adh[S]
S	FBal0003878	Î±-Est5[S]
S	FBal0005136	Gpdh1[B]
S	FBal0005577	Idh[S]
S	FBal0015108	S[1]
S	FBal0015932	Sod1[S]
S	FBal0028924	Aldox89A[S]
S	FBal0029760	Est-6[S]
S	FBal0029927	Mdh1[S]
S	FBal0038092	Acph-1[S]
S	FBal0048948	Rst(2)Lb[S]
S	FBal0063089	Pgd[S]
S	FBal0138423	Rst(2)At[S]
S	FBgn0023034	l(2)46Ei
S	FBtp0022460	P{Sur.En3.S-LacZ}
Syx4	FBgn0024980	Syx4
mRpL42	FBgn0033480	mRpL42
CycE	FBgn0010382	CycE
BcDNA:RH31195	FBgn0031558	CG16704
CG10209	FBgn0033971	CG10209
Top3alpha	FBgn0040268	Top3Î±
Asator	FBgn0039908	Asator
Cpr62Bb	FBgn0035280	Cpr62Bb
Ama	FBgn0000071	Ama
euc	FBgn0038665	euc
CG11590-RA	FBtr0073899	CG11590-RA
Sesn	FBgn0034897	Sesn
CG1637	FBgn0030245	CG1637
CG31326	FBgn0051326	CG31326
MtnC	FBgn0038790	MtnC
Best1	FBgn0040238	Best1
CG10428	FBgn0032724	CG10428
BEST:GH23489	FBgn0032285	CG17108
BACcr44L22.2	FBgn0028949	CG15254
Eaf6	FBgn0035624	Eaf6
mip40	FBgn0034430	mip40
LPCAT	FBgn0052699	LPCAT
CG17110	FBgn0039050	CG17110
Sap130	FBgn0262714	Sap130
Cyp4d14	FBgn0023541	Cyp4d14
CG15203	FBgn0030261	CG15203
qvr	FBgn0260499	qvr
qvr	FBal0121566	qvr[1]
CG5516	FBgn0038389	CG5516
CG14367	FBgn0038170	CG14367
Obp57c	FBgn0034509	Obp57c
Obp57c	FBgn0043535	Obp57a
CG6083	FBgn0036183	CG6083
Cpr64Ab	FBgn0035511	Cpr64Ab
Jon65Ai	FBgn0035667	Jon65Ai
Cyp305a1	FBgn0036910	Cyp305a1
CG11601	FBgn0031244	CG11601
CG5835-RA	FBtr0083751	CG5835-RA
cic	FBgn0262582	cic
CG13928	FBgn0035246	CG13928
CG4653	FBgn0030776	CG4653
Gp150	FBgn0013272	Gp150
Lcp65Ag1	FBgn0020638	Lcp65Ag1
CG1572	FBgn0030309	CG1572
Gdap1	FBgn0035587	Gdap1
Pvf1	FBgn0030964	Pvf1
CG31688-PA	FBgn0263355	CG31688
mTerf5	FBgn0038584	mTerf5
CG17270	FBgn0038828	CG17270
CG6144	FBgn0032259	CG6144
chico	FBgn0024248	chico
CG13018	FBgn0040751	CG13018
Prp38	FBgn0050342	Prp38
Pi4KIIalpha	FBgn0037339	Pi4KIIÎ±
CG2277	FBgn0035204	Nt5a
CYLD	FBgn0032210	CYLD
CG31160	FBgn0085405	CG34376
MICAL-like	FBgn0036333	MICAL-like
key	FBgn0041205	key
cv	FBgn0000394	cv
BcDNA.GH08385	unknown ID	-
Lerp	FBgn0051072	Lerp
Ziz	FBgn0260486	Ziz
CG17119	FBgn0039045	CG17119
CG5986	FBgn0043455	CG5986
Pomp	FBgn0032884	Pomp
CG16771	FBgn0032779	Alp12
coil	FBgn0033265	coil
CG15043	FBgn0030929	CG15043
Tsp29Fa	FBgn0032074	Tsp29Fa
CT34650	FBgn0035768	CG14834
Grip71	FBgn0032705	Grip71
CG12608	FBgn0030630	CG12608
CG9801	FBgn0037623	CG9801
MED7	FBgn0051390	MED7
IntS9	FBgn0036570	IntS9
Rad1	FBgn0026778	Rad1
Tspo	FBgn0031263	Tspo
anon-WO0140519.28	FBgn0261802	CG42748
Mvl	FBgn0011672	Mvl
CG32243	FBgn0052243	CG32243
CG17111-RB	FBtr0303508	CG17111-RB
Cpr30B	FBgn0032125	Cpr30B
CG5554	FBgn0034914	CG5554
CG6337	FBgn0033873	CG6337
CG6125	FBgn0038337	CG6125
CG16926	FBgn0040732	CG16926
CG12935	FBgn0033547	CG12935
BtbVII	FBgn0263108	BtbVII
Pcd	FBgn0024841	Pcd
rpk	FBgn0022981	rpk
lt	FBgn0002566	lt
lt	FBal0011677	lt[1]
lt	FBal0044148	lt[unspecified]
CG33111-RA	FBtr0084529	CG33111-RA
Fsn	FBgn0043010	Fsn
mrn	FBgn0261109	mrn
l(3)05822	FBgn0010877	l(3)05822
DNApol-alpha50	FBgn0011762	Prim1
mnb	FBgn0259168	mnb
CG12576	FBgn0031190	CG12576
CG17660	FBgn0031356	CG17660
Vps37B	FBgn0037299	Vps37B
Dgp-1	FBgn0027836	Dgp-1
spz3	FBgn0031959	spz3
GstD2	FBgn0010038	GstD2
BG:DS04929.1	FBgn0028879	CG15270
CDC45L	FBgn0026143	Cdc45
THG	FBgn0283659	THG
Trpml	FBgn0262516	Trpml
CG32017	FBgn0052017	CG32017
Rlip	FBgn0026056	Rlip
Dyb	FBgn0033739	Dyb
CG7728	FBgn0036686	CG7728
BEST:CK00048	FBgn0035868	CG7194
CG6293-RA	FBtr0082240	CG6293-RA
BthD	FBgn0030501	BthD
CG6191	FBgn0027581	CG6191
CG10011	FBgn0039590	CG10011
mats	FBgn0038965	mats
Kaz1-ORFB	FBgn0063923	Kaz1-ORFB
EG:152A3.3	FBgn0023540	CG3630
numb	FBgn0002973	numb
pum	FBgn0003165	pum
CG8270	FBgn0035703	Bulli
mei-P26	FBgn0026206	mei-P26
mei-P26	FBal0095291	mei-P26[1]
Nuf2	FBgn0031886	Nuf2
CG8111	FBgn0035825	CG8111
CG11790	FBgn0039265	CG11790
Vps8	FBgn0035704	Vps8
CG7117	FBgn0286852	naz
CG18586	FBgn0035642	CG18586
Dp	FBgn0011763	Dp
Dp	FBab0024254	Ts(YLt;3Lt)A109+Ts(YSt;3Rt)G144
Dp	FBab0024256	Ts(YLt;3Lt)A154+Ts(YLt;3Rt)J17
Dp	FBab0024260	Ts(YLt;3Lt)B155+Ts(YLt;3Rt)J17
Dp	FBab0024269	Ts(YLt;3Rt)L132+Ts(YLt;3Lt)L136
Dp	FBab0024280	Ts(YSt;3Lt)D85+Ts(YSt;3Rt)L136
Dp	FBab0024282	Ts(YSt;3Rt)A109+Ts(YLt;3Lt)L136
Dp	FBab0024284	Ts(YSt;3Rt)A109+Ts(YSt;3Lt)D85
Dp	FBab0024285	Ts(YSt;3Rt)A154+Ts(YLt;3Lt)B155
Dp	FBab0024286	Ts(YSt;3Rt)A154+Ts(YLt;3Lt)G144
Dp	FBab0024288	Ts(YSt;3Rt)A154+Ts(YSt;3Lt)L132
Dp	FBab0024289	Ts(YSt;3Rt)B155+Ts(YLt;3Lt)G144
Dp	FBab0024291	Ts(YSt;3Rt)B155+Ts(YSt;3Lt)L132
Dp	FBab0024292	Ts(YSt;3Rt)G144+Ts(YLt;3Lt)L136
Dp	FBab0024293	Ts(YSt;3Rt)G144+Ts(YSt;3Lt)L132
Dp	FBal0003107	Dr[1]
Dp	FBgn0011766	E2f1
Dp	FBgn0053196	dpy
CG10375	FBgn0039116	CG10375
CG10799-RA	FBtr0087748	CG10799-RA
CG15784	FBgn0029766	CG15784
Obp49a	FBgn0050052	Obp49a
anon-WO0107627.1	FBgn0035431	CG14968
CG10194	FBgn0032790	CG10194
Smyd4-4	FBgn0027495	Smyd4-4
RN-tre	FBgn0020620	RN-tre
Vta1	FBgn0035251	Vta1
Phax	FBgn0033380	Phax
alpha-Est8	FBgn0015576	Î±-Est8
Abl	FBgn0000017	Abl
IntS10	FBgn0035462	IntS10
cmtr2	unknown ID	-
Dif	FBgn0011274	Dif
nes	FBgn0026630	nes
CG11576	FBgn0039882	Rift
aay	FBgn0023129	aay
CG30016	FBgn0050016	CG30016
PRAS40	FBgn0267824	PRAS40
CG10628	FBgn0032818	CG10628
mtrm	FBgn0010431	mtrm
CG9507	FBgn0031808	Nepl5
hyx	FBgn0037657	hyx
MFS12	FBgn0033234	MFS12
CG14270	FBgn0029665	CG14270
CG2921	FBgn0034689	CG2921
tamo	FBgn0041582	tamo
CG4495	FBgn0031893	MICU1
38D.27	FBgn0032871	CG2611
tgy	FBgn0030984	tgy
MESR4	FBgn0034240	MESR4
nct	FBgn0039234	Nct
CG8950	FBgn0034186	CG8950
CG1208	FBgn0037386	CG1208
CG8485	FBgn0033915	CG8485
Pex23	FBgn0288469	Pex23
CG6607	FBgn0039204	CG6607
mt:ND3	FBgn0013681	mt:ND3
CG32281	FBgn0052281	CG32281
Bka	FBgn0010520	Bka
BcDNA:RE18748	FBgn0031419	CG15390
CG17837	FBgn0051199	CG31199
CG17837	FBgn0051200	CG31200
htk	FBgn0085451	htk
CG45089	FBgn0266490	CG45089
BG:DS00941.12	FBgn0028920	CG8997
CG17739	FBgn0033710	CG17739
Vps25	FBgn0022027	Vps25
O-fut2	FBgn0027791	O-fut2
PIG-B	FBgn0035464	PIG-B
CG10912	FBgn0034296	CG10912
cbc	FBgn0033842	cbc
CG41128	FBgn0069923	CG41128
Ppcs	FBgn0261285	Ppcs
Pus10	unknown ID	-
l(1)G0004	FBgn0027334	l(1)G0004
l(1)G0004	FBal0098227	l(1)G0004[G0004]
CG2260	FBgn0030000	CG2260
Graf	FBgn0030685	Graf
CG17162	FBgn0039944	CG17162
LSm3	FBgn0051184	LSm3
mr	FBgn0002791	mr
CG7133	FBgn0037150	CG7133
CG11407	FBgn0038733	CG11407
QC	FBgn0052412	QC
mRpL23	FBgn0035335	mRpL23
CG13658	FBgn0039315	CG13658
Tif-IA	FBgn0032988	Tif-IA
Ip259	FBgn0025366	Ip259
Bdbt	FBgn0038857	Bdbt
CG9213	FBgn0030655	CG9213
Atg4b	FBgn0038325	Atg4b
CG7536	FBgn0030890	CG7536
MED25	FBgn0038760	MED25
sno	FBgn0265630	sno
sno	FBgn0262353	CG43051
Ada	FBgn0037661	Ada
Ada	FBgn0264855	AP-2Î±
Ube3a	FBgn0061469	Ube3a
CG15083	FBgn0034399	CG15083
CG3775-RA	FBtr0073690	Nep6-RA
CG30025	FBgn0050025	CG30025
Cyp313a1	FBgn0038236	Cyp313a1
CG7071	FBgn0260467	CG7071
CG7071	FBgn0083967	Muted
BEST:GH25183	FBgn0043806	CG32032
CG2641-RA	FBtr0081745	CG2641-RA
MED27	FBgn0037359	MED27
Ser7	FBgn0019929	Ser7
PIG-F	FBgn0036893	PIG-F
CG7488	FBgn0038106	CG7488
RabX5	FBgn0035255	RabX5
jvl	FBgn0263929	jvl
vsg	FBgn0045823	vsg
CG12093	FBgn0035372	CG12093
Cpr64Aa	FBgn0035510	Cpr64Aa
Zip88E	FBgn0038312	Zip88E
CG10189	FBgn0032793	CG10189
CG1718	FBgn0031170	Abca3
CG44194	FBgn0265083	CG44194
CG8738	FBgn0033321	CG8738
Mtl	FBgn0039532	Mtl
Tes	FBgn0034223	Tes
Irk1	FBgn0265042	Irk1
CG5002	FBgn0034275	CG5002
Arfip	FBgn0037884	Arfip
GstE2	FBgn0063498	GstE2
Tsp97E	FBgn0039465	Tsp97E
Pitslre	FBgn0016696	Pitslre
CG42671	FBgn0261553	CG42671
Ufd1-like	FBgn0036136	Ufd1
l(3)04053	FBgn0010830	l(3)04053
l(3)04053	FBal0009500	l(3)04053[04053]
Rh3	FBgn0003249	Rh3
CG4594	FBgn0032161	CG4594
Pdp1	FBgn0016694	Pdp1
CG43322	FBgn0263027	CG43322
CG13390	FBgn0032031	CG13390
CG31436	FBgn0051436	CG31436
Caper	FBgn0031883	Caper
CG31272	FBgn0051272	CG31272
Orc4	FBgn0023181	Orc4
Mul1	FBgn0035483	Mul1
CG10068	FBgn0037473	CG10068
CG13833	FBgn0039040	CG13833
CG3588	FBgn0025643	CG3588
CG1575	FBgn0029999	CG1575
CG7813-RA	FBtr0087126	knon-RA
Dot	FBgn0015663	Ugt36A1
CG3520-RA	FBtr0072027	CG3520-RA
CG11089-RA	FBtr0084710	CG11089-RA
Sgs5	FBgn0003375	Sgs5
CG34396-RC	FBtr0112644	CG34396-RC
CG32103	FBgn0052103	SCaMC
CstF64	FBgn0027841	CstF64
CG17600	FBgn0031195	CG17600
CG11777	FBgn0033527	CG11777
Blos1	FBgn0050077	Blos1
CG31077	FBgn0051077	CG31077
Mfap1	FBgn0035294	Mfap1
elg1	FBgn0036574	elg1
Trs23	FBgn0260861	Trs23
CG11210	FBgn0033259	Tmem63
CG14713	FBgn0259227	CG42327
BG:DS00180.3	FBgn0028544	Vajk3
LD24073p	FBgn0036579	Tmx3
Nipped-A	FBgn0053554	Nipped-A
fs(1)K10	FBgn0000810	fs(1)K10
fs(1)K10	FBal0004297	fs(1)K10[1]
fs(1)K10	FBal0060403	fs(1)K10[unspecified]
CG3651	FBgn0032974	CG3651
l(3)mbn	FBgn0002440	l(3)mbn
